Date	Sun Jul 19 23:46:30 EDT 2009
Aspect	P
P-value cutoff	0.01
Calculate FDR	Yes
Uploaded gene list	3_S.txt
Annotation file	gene_association.sgd
Ambiguous identifiers (8)	MIF2 MGT1 SLT2 PCA1 SME1 STS1 MLP1 TAF1
Unknown identifiers (29)	YMR086C-A YGL072C PSY1 YJL119C YML116W-A YHR214W-A YMR294W-A YKL153W YNL140C YNL303W YPR050C YDR133C YBL048W YDL068W YGR151C YDL071C YNL285W YMR153C-A YGR011W YOR013W YPR077C YCR013C YOR053W YCR064C YMR304C-A VPS63 YNL043C YBR116C YMR316C-B

Terms from the process ontology with p-value <= 0.01.

Of your input list, 860 genes are known or unknown but not ambiguous. The total number of genes used to calculate the background distribution of GO terms is 7274.

-- 1 of 1205--
GOID	GO:0016043
TERM	cellular component organization
P-VALUE	1.29010036999209e-19
CORRECTED P-VALUE	1.55457094584047e-16
NUM_ANNOTATIONS	323 (of 1792)
ANNOTATED_GENES	RAD4, YPT1, SPC19, MCM22, SET1, BIR1, CRH1, PEP3, CTS1, SFI1, MDM1, BIM1, MSO1, GIM4, USO1, BUD7, VAM3, REX4, GAC1, TLG2, MYO2, SFT1, GAS3, YPL221W, FIN1, IRS4, NUP53, PEX22, ESC8, YPS3, HHT2, PST1, HOS1, SPT15, PDS5, SPC34, DUO1, VIK1, STU2, PDS1, REX2, ECM3, RVB1, SCW10, NGG1, ATG11, RRP7, SPC72, CSM3, YOR060C, YBR095C, PZF1, CBK1, TAF10, RLF2, ZEO1, BDF1, ADY3, EGT2, HDA3, PIF1, NPL6, LGE1, SPC110, SPC105, CYC8, MIP1, OSH2, SAS4, SPO73, YAF9, CCZ1, IPI1, AKR1, VAM7, BGL2, YKU70, SPA2, KAP114, IPL1, NHP6A, SNT1, MGM101, SRL1, NUP116, VPS3, SNC2, ERG3, NIP100, CNN1, PEP12, SPO14, APC5, END3, VPS20, PCL1, MSB2, YOL155C, PEP4, GCN5, GSC2, NOB1, TRF5, DSE1, YPT11, TFB3, LDB7, RGP1, BZZ1, BDP1, MDM30, SMC2, DSN1, ELM1, BRR1, MCM21, SPT7, KIP1, RIO1, FOB1, MPS1, HEX3, GPI13, IML3, MSB4, SEC6, HMG2, RVB2, SPH1, SNF12, HHF1, AVO1, TFC3, TOF1, YKR022C, MAD3, HOS4, GIC1, TFB4, VMA4, CIS3, AKR2, SSO1, BNI5, SPC42, CLF1, YER030W, ECM1, PEX29, WSC2, MNN10, SMC4, KAR1, YMR163C, VTC2, ORC6, ATG8, STN1, ATG26, NOP15, BRE4, ATG13, ESA1, GPA1, RFC2, BRR6, CHS1, OKP1, IOC4, DAD2, IVY1, BCK1, RVS161, MUD2, BNI4, HSP42, HSL1, RTT106, ELG1, SED5, RDH54, PEX19, PRP28, YLR424W, RDI1, CTF18, MTW1, VTA1, CSE4, EXO70, MEC3, GOS1, CTR9, CDC11, YLR194C, CDC45, LAS1, LCD1, CAP1, PEX12, MND2, YPL267W, PEX13, UME6, RTT103, FKS1, PEX3, TIF6, HSV2, TFC4, HTB2, TFC7, GIN4, XRS2, VPS24, CUP2, OST6, IRR1, SPP1, SRC1, SWR1, YDR219C, HTZ1, YMR075W, ORC2, RPB4, PXL1, KEL1, YGR277C, SEC8, TFC6, OSW2, SIF2, HPR5, EAF5, TOF2, HUB1, RNY1, SLK19, SPT3, SNF6, MCM10, MIM1, HSF1, GBP2, YPR174C, HHO1, YHR181W, HHT1, MCD1, YGR106C, HST4, TFG1, TAF2, GTS1, LEM3, SEC17, SEC3, KAR3, ATG17, HHF2, RPS17B, SPT16, ECO1, RAD14, BRF1, ATG3, MEH1, BUB1, BRE1, BNR1, SIR4, DYN1, TOP1, RPS27A, YNG2, SEC9, CUS1, VPS21, ITC1, AVO2, CTF4, RFA2, ISY1, ARC19, PEA2, SPC98, CHS5, ENO1, BUB2, BUD3, BOI2, NBP1, SCW11, SMC1, SBE22, SMC3, SWI3, BPH1, UFE1, GLE1, LTE1, VPS30, VPS4, SED1, SLM1, ECM10, ORC1, TFA2, SPC29, CDC31, ISW1, TLG1, PEX30, YHR127W, STU1, YCG1, DAM1, CDC37, POB3, SPO71, IBD2, KIP3

-- 2 of 1205--
GOID	GO:0007049
TERM	cell cycle
P-VALUE	2.35690721109369e-17
CORRECTED P-VALUE	2.84007318936789e-14
NUM_ANNOTATIONS	145 (of 623)
ANNOTATED_GENES	DAD2, SPC19, MCM22, BIR1, MSH2, MUM2, HSL1, SFI1, IWR1, ELG1, RDH54, BIM1, DPB11, MTW1, CTF18, YOR019W, CSE4, GAC1, PIS1, MYO2, MEC3, FIN1, NUP53, REC107, SYF1, CDC11, CDC45, LCD1, PDS5, SPC34, DUO1, VIK1, RAD53, STU2, PDS1, MND2, YPL267W, UME6, MET30, FAR7, NGG1, SPC72, CSM3, PSA1, CBK1, TAF10, PCL10, XRS2, GIN4, BDF1, ADY3, SAP185, EGT2, IRR1, SRC1, SPC110, MUS81, KEL1, FAR10, IPL1, SIF2, RIM8, DIA2, SNT1, TOF2, SPT3, SLK19, MCM10, HSF1, NIP100, CNN1, RAD24, SPO14, MCD1, DNL4, APC5, TAF2, GTS1, PCL1, SWI6, YGR271C-A, GCN5, TRF5, MBP1, DSE1, KAR3, SLD2, TFB3, DMC1, RGP1, MSC3, SMC2, DSN1, ECO1, ELM1, SPT7, MCM21, KIP1, RIO1, FOB1, BUB1, MPS1, IML3, DYN1, TOP1, YNG2, CTF4, RFA2, TOF1, SPC98, MAD3, HOS4, BUB2, BUD3, NBP1, SMC1, TFB4, GIC1, PMS1, DBF4, SMC3, YRB1, BNI5, CLF1, LTE1, SPC42, MSH6, SAS10, CDC31, SPC29, KAR1, SMC4, YBR100W, REC104, YHR127W, STU1, YCG1, NOP15, DAM1, ESA1, CDC37, RFC2, OKP1, IBD2, KIP3

-- 3 of 1205--
GOID	GO:0006996
TERM	organelle organization
P-VALUE	2.69510980058506e-16
CORRECTED P-VALUE	3.247607309705e-13
NUM_ANNOTATIONS	223 (of 1153)
ANNOTATED_GENES	IVY1, DAD2, RAD4, YPT1, SPC19, RVS161, MCM22, SET1, BIR1, PEP3, HSP42, SFI1, MDM1, RTT106, SED5, ELG1, RDH54, BIM1, PEX19, USO1, RDI1, MTW1, CTF18, VAM3, CSE4, GAC1, TLG2, MYO2, EXO70, MEC3, FIN1, NUP53, PEX22, GOS1, CTR9, HHT2, HOS1, CDC45, LCD1, PDS5, SPC34, DUO1, VIK1, CAP1, STU2, PDS1, REX2, PEX12, MND2, YPL267W, UME6, PEX13, RVB1, PEX3, NGG1, ATG11, SPC72, CSM3, YOR060C, YBR095C, HTB2, TAF10, XRS2, GIN4, RLF2, BDF1, ADY3, VPS24, EGT2, HDA3, PIF1, NPL6, SPP1, IRR1, SRC1, LGE1, SWR1, SPC110, YDR219C, SPC105, CYC8, HTZ1, ORC2, YMR075W, MIP1, SAS4, KEL1, YGR277C, YAF9, CCZ1, SEC8, VAM7, YKU70, SPA2, IPL1, SIF2, NHP6A, SNT1, HPR5, EAF5, MGM101, TOF2, SPT3, SLK19, SNF6, NUP116, MIM1, HSF1, VPS3, SNC2, GBP2, YPR174C, HHO1, NIP100, CNN1, HHT1, PEP12, MCD1, APC5, HST4, END3, VPS20, PCL1, SEC17, GCN5, SEC3, TRF5, KAR3, YPT11, TFB3, LDB7, ATG17, RGP1, BZZ1, MDM30, HHF2, SPT16, SMC2, ECO1, DSN1, RAD14, ATG3, SPT7, MCM21, KIP1, RIO1, FOB1, BUB1, BRE1, BNR1, MPS1, HEX3, IML3, SIR4, DYN1, MSB4, TOP1, HMG2, SEC6, YNG2, SEC9, RVB2, SPH1, AVO2, ITC1, SNF12, HHF1, RFA2, CTF4, AVO1, ARC19, PEA2, TOF1, SPC98, ENO1, MAD3, HOS4, BUB2, NBP1, SMC1, TFB4, SWI3, SMC3, VMA4, UFE1, BNI5, GLE1, SSO1, YER030W, LTE1, SPC42, VPS4, SED1, SLM1, PEX29, ECM10, WSC2, SMC4, KAR1, SPC29, CDC31, YMR163C, TLG1, ISW1, VTC2, PEX30, YHR127W, STU1, ATG8, STN1, YCG1, NOP15, DAM1, ESA1, GPA1, CDC37, RFC2, BRR6, POB3, IBD2, OKP1, KIP3, IOC4

-- 4 of 1205--
GOID	GO:0000279
TERM	M phase
P-VALUE	7.70971900737783e-16
CORRECTED P-VALUE	9.29021140389029e-13
NUM_ANNOTATIONS	97 (of 362)
ANNOTATED_GENES	DAD2, SPC19, CNN1, MCM22, BIR1, MSH2, MUM2, SPO14, RAD24, MCD1, SFI1, APC5, IWR1, ELG1, RDH54, BIM1, SWI6, MTW1, CTF18, CSE4, TRF5, GAC1, KAR3, TFB3, DMC1, RGP1, FIN1, NUP53, MSC3, SMC2, ECO1, REC107, DSN1, MCM21, KIP1, RIO1, FOB1, BUB1, MPS1, IML3, DYN1, TOP1, PDS5, SPC34, DUO1, VIK1, YNG2, STU2, PDS1, MND2, RFA2, CTF4, YPL267W, UME6, MET30, TOF1, SPC98, MAD3, HOS4, BUB2, SPC72, CSM3, SMC1, GIC1, TFB4, PMS1, CBK1, SMC3, XRS2, BDF1, ADY3, EGT2, MSH6, LTE1, IRR1, SRC1, SPC110, SMC4, KAR1, CDC31, YBR100W, MUS81, KEL1, REC104, YHR127W, STU1, YCG1, IPL1, SIF2, DAM1, RIM8, SNT1, IBD2, TOF2, OKP1, KIP3, SLK19

-- 5 of 1205--
GOID	GO:0000087
TERM	M phase of mitotic cell cycle
P-VALUE	5.70352139084282e-15
CORRECTED P-VALUE	6.8727432759656e-12
NUM_ANNOTATIONS	67 (of 212)
