Date	Sun Jul 19 23:37:56 EDT 2009
Aspect	P
P-value cutoff	0.01
Calculate FDR	Yes
Uploaded gene list	3_S.txt
Annotation file	gene_association.sgd
Ambiguous identifiers (5)	MIF2 PCA1 TAF1 SDL1 CDH1
Unknown identifiers (16)	YMR086C-A PSY1 YMR173W-A YML116W-A YHR214W-A YCR025C YNL303W YLL020C YBL048W YMR153C-A YMR052C-A YMR304C-A YPL025C YDR154C YBR116C YMR316C-B

Terms from the process ontology with p-value <= 0.01.

Of your input list, 818 genes are known or unknown but not ambiguous. The total number of genes used to calculate the background distribution of GO terms is 7274.

-- 1 of 1174--
GOID	GO:0050896
TERM	response to stimulus
P-VALUE	1.88230374643655e-23
CORRECTED P-VALUE	2.20982459831651e-20
NUM_ANNOTATIONS	235 (of 1155)
ANNOTATED_GENES	PHR1, TDP1, GPR1, RAD4, ATG2, SBP1, MLH2, LAS17, PHM6, MCK1, TIR1, SET1, GAL1, YRO2, HSP42, MPH1, MET17, RIM15, RDH54, FRE2, FAR11, YTP1, NCA3, SPG5, STE11, KTR2, GAC1, MNN4, ARK1, YOR052C, YEN1, YLR161W, NHA1, MOH1, MEC3, YNL305C, TPS2, HMI1, YRM1, SNF3, STF2, SML1, PRI2, YJL055W, AAD10, MIG2, RDR1, YLR361C, SLX8, YLL029W, ATG20, PHO5, GLK1, YNR047W, PAU7, RAD53, PDR10, SWC4, PDS1, YML131W, KNS1, SNF2, YOR338W, RAD9, RCK2, MET30, HAC1, SSL1, AQR1, RBK1, YJL012C-A, POG1, STB5, PRR2, TPS1, CSG2, CBK1, SPI1, HIR2, PRX1, BDF1, PGD1, DDC1, SIP5, PIF1, CUP2, ASP3-3, KIN82, MLH3, VPS64, NRG1, YOL063C, COX20, RRI2, YRR1, PHD1, YDR291W, YHL010C, RAD51, HXT6, TFC6, RTT101, SPA2, NHP6A, CRS5, KOG1, MRK1, GPD1, YOL019W, SKY1, YMR102C, GTT2, SAC3, HXT7, YMR090W, HSC82, HSF1, CAD1, MSC1, DDR48, STH1, PDR15, STE13, YDR506C, SPO14, RAD24, SSK22, DNL4, VPS15, TOS1, OLE1, YHR087W, UFO1, YDL057W, BNI1, YKL071W, YNL200C, HSP104, PRB1, SCC4, MGS1, SDS24, RIM20, ATG4, TRF5, HSP12, RPN4, YKL151C, CCW12, TFB3, CBF1, YIL169C, MET28, TRR2, BZZ1, GAD1, ROD1, HSP32, YCR079W, YJR096W, ATG1, RAD28, HAL1, IRE1, GPH1, FIT1, ELM1, RNR3, SMC5, GPA2, REV3, SLX4, HEX3, POL2, CIN5, ADR1, FRE3, ASP3-1, SIR3, MET4, BRO1, LAP4, SPG3, CTF4, YNL274C, UBI4, RMI1, GCN2, SSD1, FRT1, ASP3-2, YGP1, OPY2, JLP1, MSN2, ASP3-4, YGK3, SMC1, YRA1, SNQ2, PRM4, RAD2, OYE3, SSQ1, TEL1, PIR3, EDE1, MSH6, BDF2, HSP33, HPR1, UBX3, MSN4, AZF1, HBT1, YDL124W, CTK1, UBA4, YIL077C, RAP1, RAD26, PSO2, RAD54, SLG1, RPH1, YLR247C, ASR1, YDR109C, YDR338C, ISW2, SSA4, EPL1, ATG13, YLL056C, SNF1

-- 2 of 1174--
GOID	GO:0051716
TERM	cellular response to stimulus
P-VALUE	2.09348647719347e-20
CORRECTED P-VALUE	2.45775312422513e-17
NUM_ANNOTATIONS	136 (of 554)
ANNOTATED_GENES	PHR1, TDP1, GPR1, RAD4, ATG2, SBP1, MLH2, MCK1, SET1, GAL1, YRO2, MPH1, RDH54, YTP1, SPG5, STE11, KTR2, YOR052C, YEN1, MOH1, YNL305C, MEC3, HMI1, STF2, PRI2, MIG2, YLR361C, SLX8, ATG20, PHO5, GLK1, RAD53, SWC4, PDS1, KNS1, SNF2, RAD9, RCK2, SSL1, HAC1, RBK1, POG1, STB5, TPS1, SPI1, PRX1, BDF1, DDC1, SIP5, PIF1, ASP3-3, MLH3, COX20, RAD51, HXT6, RTT101, NHP6A, KOG1, HXT7, YMR090W, SAC3, MSC1, DDR48, STH1, YDR506C, PDR15, RAD24, DNL4, SSK22, VPS15, YHR087W, YDL057W, YNL200C, HSP104, PRB1, MGS1, SCC4, RIM20, ATG4, SDS24, TRF5, RPN4, HSP12, YKL151C, TFB3, GAD1, YJR096W, ATG1, YCR079W, RAD28, GPH1, IRE1, RNR3, GPA2, SMC5, SLX4, REV3, HEX3, POL2, ADR1, ASP3-1, SIR3, LAP4, CTF4, YNL274C, SPG3, UBI4, GCN2, ASP3-2, YGP1, OPY2, ASP3-4, MSN2, SMC1, YRA1, RAD2, TEL1, PIR3, MSH6, EDE1, BDF2, UBX3, HPR1, HBT1, MSN4, YDL124W, RAP1, RAD26, PSO2, RAD54, RPH1, EPL1, SSA4, ATG13, YLL056C, SNF1

-- 3 of 1174--
GOID	GO:0033554
TERM	cellular response to stress
P-VALUE	1.8386912689458e-19
CORRECTED P-VALUE	2.15862354974237e-16
NUM_ANNOTATIONS	130 (of 530)
ANNOTATED_GENES	PHR1, TDP1, RAD4, ATG2, SBP1, MLH2, MCK1, SET1, YRO2, MPH1, RDH54, YTP1, SPG5, STE11, KTR2, YOR052C, YEN1, MOH1, YNL305C, MEC3, HMI1, STF2, PRI2, YLR361C, SLX8, ATG20, PHO5, GLK1, RAD53, SWC4, PDS1, KNS1, SNF2, RAD9, RCK2, SSL1, HAC1, RBK1, STB5, TPS1, SPI1, PRX1, BDF1, DDC1, SIP5, PIF1, ASP3-3, MLH3, COX20, RAD51, HXT6, RTT101, NHP6A, KOG1, HXT7, YMR090W, SAC3, MSC1, DDR48, STH1, YDR506C, PDR15, RAD24, DNL4, SSK22, VPS15, YHR087W, YDL057W, YNL200C, HSP104, PRB1, MGS1, SCC4, RIM20, ATG4, SDS24, RPN4, HSP12, TRF5, YKL151C, TFB3, GAD1, YJR096W, ATG1, YCR079W, RAD28, GPH1, IRE1, RNR3, SMC5, SLX4, REV3, HEX3, POL2, ASP3-1, SIR3, LAP4, YNL274C, CTF4, SPG3, UBI4, GCN2, ASP3-2, YGP1, OPY2, ASP3-4, MSN2, SMC1, YRA1, RAD2, TEL1, PIR3, MSH6, EDE1, BDF2, UBX3, HPR1, HBT1, MSN4, YDL124W, RAP1, RAD26, PSO2, RAD54, RPH1, EPL1, SSA4, ATG13, YLL056C, SNF1

-- 4 of 1174--
GOID	GO:0065007
TERM	biological regulation
P-VALUE	1.85428578554861e-19
CORRECTED P-VALUE	2.17693151223407e-16
NUM_ANNOTATIONS	302 (of 1731)
ANNOTATED_GENES	GPR1, RAD4, TPM1, TOS8, LAS17, SET1, BYE1, SPS18, IWR1, YKL222C, PCL8, GYP7, YPK2, HIR1, STE11, YJL103C, GAC1, MRH1, UGA3, PFK2, ESC8, SNF3, ROX1, IKI3, TEL2, MIG2, MKK2, RDR1, YRF1-5, YLR361C, YLL029W, SNF2, YOR338W, RAD9, RCK2, MET30, ARO80, RNR4, HAC1, SSL1, KIC1, SFL1, CYR1, MSS11, POG1, STB5, YRF1-6, STP2, SPC72, ASE1, PEX4, CSG2, CBK1, PCL10, ELP4, PRX1, BDF1, SSN2, DDC1, TOK1, PIF1, PCL5, CYC8, DOA4, YOL063C, IML1, YRR1, PHD1, RAD51, URA2, SPA2, IPL1, SWC5, NHP6A, YPL216W, GPD1, PMA2, VPS34, YOL019W, EPS1, SKY1, YGL140C, HSC82, NUP116, CAD1, MBF1, MSB3, RAD24, SSK22, TUS1, IRA1, YRF1-3, VPS1, PPZ2, YLL054C, RPI1, PCL1, ISU1, DAL82, NOT3, GSC2, TFB3, SIR1, YIL169C, BIK1, YCR079W, BDP1, DAL81, HAL1, IRE1, PMA1, ZAP1, YTA7, ELM1, SPT7, SLX4, HEX3, POL2, SOK1, YRF1-4, FAP1, MSB4, LST4, FRE3, SPH1, MDR1, SUM1, AVO1, RMI1, MCM2, GCN2, MOT1, YRF1-1, MAD3, BFR1, RGS2, VPS35, MEP2, VMA4, YRF1-2, TEL1, PET122, CAF130, HPR1, KES1, AZF1, UBA4, RPH1, ISW2, BRE4, MCM3, ATG13, ALR2, SPP41, GPG1, TYE7, YPT53, SBP1, MCK1, PKH3, SDP1, GAL1, SET3, VMA2, MPH1, RIM15, PRP28, UBC6, MTH1, ECM32, EMP24, NHA1, MEC3, YAP5, YRM1, IWS1, STF2, SML1, TSC11, TFS1, PRP8, SLX8, PFK1, GSP2, PHO5, CHA4, RAD53, YRF1-7, SWC4, RRM3, YOR066W, IES1, PRR2, TPK1, TFC4, GIN4, HIR2, TFP1, PGD1, CUP2, MDS3, SWR1, RIF1, LEO1, TOM1, NRG1, RRI2, SPF1, TFC6, RTT101, ZDS2, YLR047C, MRK1, KOG1, SPT21, TOF2, SAC3, GTT2, PGM2, HSF1, HHO1, PMP3, STH1, PRP45, PMC1, VPS15, RIS1, JNM1, ZDS1, BNI1, CLB5, PKH2, PRB1, YDR026C, RPN4, CBF1, TRR2, MET28, PSK1, RRN3, SEC4, CCC2, GPA2, BUB1, PEX15, DYN1, SMF3, MUB1, CIN5, TOP1, FAS1, TFP3, ADR1, VPS21, GID8, AVO2, COS111, MET4, SIR3, PDC1, LCB4, MHP1, KEM1, FHL1, CEF1, MAF1, VPS27, OPY2, CDC46, BOI2, MSN2, KIN4, YRA1, SWI3, YPL017C, SSQ1, PRM4, COS3, EDE1, VPS4, BDF2, GIS4, PIG1, HBT1, MSN4, CWP2, SAS5, CTK1, RAP1, CDC25, RAD54, PPQ1, SLG1, ISW1, VPS72, GLY1, VCX1, GAL11, PMD1, ASF2, EPL1, SNF1

-- 5 of 1174--
GOID	GO:0006950
TERM	response to stress
P-VALUE	7.93842073679809e-17
CORRECTED P-VALUE	9.31970594500096e-14
NUM_ANNOTATIONS	170 (of 829)
